Kamm::N
itl	14
ron	12
oss	30
mns	16
ita	12
nld	15
mnc	30
ell	39
hrv	38
ady	28
hin	26
fin	15
eus	30
kmr	31
ale	35
kca	16
dan	15
ces	2
nor	15
hye	4
pbu	32
cmn	5
evn	30
kpv	4
ykg	41
mhr	40
bak	1
tel	30
mdf	7
olo	5
arb	20
sel	30
ess	27
abk	25
sms	24
pes	4
smn	24
ddo	22
smj	24
sme	24
sma	15
tur	1
rus	10
lez	23
yux	25
ekk	15
vep	5
gld	10
gle	3
krl	5
isl	17
sjd	24
uzn	1
kat	11
por	12
pol	2
bre	8
koi	4
fra	12
yrk	3
che	21
swe	15
ukr	2
xal	15
heb	37
kor	12
chv	1
hun	36
bul	2
bua	15
cym	8
udm	4
azj	1
ben	27
bel	10
slv	34
deu	15
cat	12
ain	8
slk	2
tat	1
sah	1
jpn	16
myv	7
khk	15
lbe	1
tam	8
spa	12
ava	22
enf	18
eng	15
lit	5
liv	15
kan	33
kal	19
sqi	17
bsk	29
lat	12
kaz	1
lav	9
niv	6
mal	8
ckt	27
mrj	40
