Eimer::N
itl	20
ron	21
oss	14
mns	2
ita	4
nld	3
mnc	13
ell	7
hrv	7
ady	5
nor	2
fin	3
eus	27
smj	5
ale	31
kca	2
dan	13
ces	2
hin	9
pbu	5
cmn	6
hye	5
kpv	2
mhr	2
bak	2
tel	2
mdf	2
olo	4
arb	28
sel	17
ess	11
abk	2
sms	5
pes	5
smn	3
kmr	1
sme	5
evn	4
sma	2
tur	7
rus	2
lez	2
ket	6
ekk	4
vep	2
gld	25
gle	2
krl	4
isl	29
sjd	3
uzn	14
kat	23
por	9
pol	2
kaz	14
bre	5
koi	2
fra	32
yrk	16
che	14
swe	3
ukr	2
xal	5
heb	1
kor	6
chv	2
hun	2
bul	7
bua	24
cym	10
udm	2
azj	14
ben	9
bel	2
slv	2
deu	22
cat	21
ain	30
slk	2
tat	14
sah	2
jpn	8
myv	2
khk	18
lbe	2
tam	9
spa	7
ava	2
enf	26
eng	8
lit	3
liv	13
nio	2
kan	13
sqi	7
bsk	26
lat	5
ykg	2
lav	13
niv	19
mal	8
ckt	20
mrj	2
