springen::V
itl	33
ron	11
oss	7
mns	17
ita	11
nld	17
mnc	2
vep	10
hrv	20
ady	7
hin	16
fin	10
eus	10
kmr	10
ale	10
kca	37
dan	17
ces	20
dar	12
nor	17
pbu	44
cmn	50
hye	32
kpv	19
ykg	14
mhr	5
bak	27
tel	58
mdf	6
olo	10
arb	20
sel	8
ess	30
abk	47
sms	1
pes	40
smn	56
ddo	53
smj	10
sme	1
evn	36
sma	41
tur	3
rus	10
lez	23
ket	43
yux	54
ekk	10
ell	34
gld	49
gle	29
krl	34
isl	45
sjd	25
uzn	3
kat	24
por	11
pol	20
bre	29
koi	19
fra	11
yrk	11
che	18
swe	10
ukr	26
xal	7
heb	20
kor	31
chv	27
hun	57
bul	3
bua	14
cym	39
udm	19
azj	3
ben	51
bel	20
slv	20
deu	17
cat	11
ain	12
slk	20
tat	27
sah	28
jpn	10
myv	6
khk	14
lbe	55
spa	11
tam	42
ava	8
enf	11
eng	13
lit	20
liv	12
nio	46
kan	10
kal	4
sqi	8
bsk	48
lat	11
kaz	27
lav	22
niv	21
mal	52
ckt	17
mrj	5
