Mund::N
itl	14
ron	5
oss	31
mns	2
ita	4
nld	8
mnc	13
ell	7
hrv	7
ady	32
hin	18
fin	2
eus	25
smj	1
ale	15
kca	13
dan	8
ces	7
dar	14
nor	8
pbu	5
cmn	23
hye	17
evn	13
ykg	13
mhr	7
bak	24
tel	22
mdf	5
olo	2
arb	11
sel	13
ess	14
abk	7
sms	1
pes	25
smn	1
ddo	9
kmr	6
sme	1
sma	1
tur	21
kpv	11
rus	12
lez	20
ket	14
yux	13
ekk	2
vep	2
gld	13
gle	33
krl	2
isl	8
sjd	1
uzn	21
bsk	14
por	4
pol	7
bre	27
koi	11
fra	7
yrk	1
che	4
swe	8
ukr	12
xal	8
heb	10
kor	26
chv	20
hun	28
bul	7
bua	13
cym	34
udm	11
azj	21
ben	18
bel	12
slv	7
deu	8
cat	4
ain	10
slk	7
tat	21
sah	28
jpn	19
myv	5
khk	11
lbe	14
tam	28
spa	4
ava	16
enf	3
eng	24
lit	29
liv	2
nio	13
kan	28
kal	14
sqi	5
kat	10
lat	30
kaz	21
lav	7
niv	6
mal	28
ckt	5
mrj	13
