rennen::V
itl	26
ron	18
oss	9
ale	6
ita	5
nld	9
mnc	7
ell	43
hrv	28
ady	13
hin	9
fin	21
eus	55
kmr	2
mns	48
kca	49
dan	25
ces	41
dar	32
nor	25
pbu	15
cmn	55
hye	2
kpv	5
mhr	12
bak	31
tel	11
mdf	20
olo	12
arb	24
sel	38
ykg	17
abk	30
sms	28
pes	36
smn	3
ddo	12
smj	33
sme	33
evn	54
sma	50
tur	3
rus	4
lez	5
ket	23
yux	22
ekk	21
vep	21
gld	40
gle	39
krl	21
isl	25
sjd	46
uzn	42
por	5
pol	4
bre	24
fra	5
yrk	7
che	29
swe	34
ukr	4
xal	10
heb	4
kor	27
chv	52
hun	18
bul	4
bua	10
cym	24
udm	2
azj	3
ben	13
bel	4
slv	28
deu	9
cat	5
ain	14
slk	4
tat	31
sah	6
jpn	44
myv	20
khk	10
lbe	13
spa	5
tam	29
ava	31
enf	4
eng	9
lit	4
liv	21
nio	19
kan	29
kal	16
sqi	47
kat	7
lat	5
kaz	53
lav	51
niv	45
mal	29
ckt	37
mrj	12
