bemerken::V
ron	27
oss	41
ale	60
ita	1
nld	7
mnc	67
ell	51
hrv	16
ady	44
hin	53
fin	40
eus	47
smj	72
mns	6
kca	6
dan	7
ces	58
dar	55
nor	7
pbu	34
cmn	50
hye	62
kpv	14
mhr	20
bak	63
tel	69
mdf	31
olo	40
arb	22
sel	17
ess	25
abk	49
sms	21
pes	43
smn	40
ddo	17
kmr	35
sme	52
evn	24
sma	3
tur	48
rus	16
lez	12
yux	71
ekk	7
vep	40
gld	42
gle	13
krl	40
isl	33
sjd	65
uzn	39
kat	32
por	1
pol	15
kaz	68
bre	27
koi	14
fra	27
yrk	18
che	44
swe	7
ukr	16
xal	36
chv	27
kor	59
heb	45
hun	11
bul	15
bua	70
cym	29
udm	14
azj	73
ben	30
bel	15
slv	16
deu	7
cat	1
ain	12
slk	58
tat	12
sah	56
jpn	19
myv	31
khk	10
lbe	45
spa	1
tam	14
ava	38
enf	24
eng	1
lit	16
liv	18
nio	62
kan	8
sqi	61
bsk	34
lat	64
ykg	66
lav	2
mal	28
mrj	23
