Kreuz::N
ron	1
oss	4
ale	1
ita	1
nld	1
mnc	13
vep	1
hrv	1
ady	1
nor	1
fin	1
eus	1
smj	1
mns	6
kca	6
dan	1
ces	1
dar	3
hin	5
pbu	5
cmn	19
hye	3
evn	12
mhr	1
bak	8
tel	5
mdf	1
olo	1
arb	5
sel	6
abk	7
sms	1
pes	5
smn	1
ddo	3
kmr	3
sme	1
sma	1
tur	3
kpv	6
rus	1
lez	1
ket	17
yux	1
ekk	1
ell	9
gld	18
gle	1
krl	1
isl	1
sjd	1
uzn	3
por	1
pol	1
bre	1
koi	6
fra	1
yrk	1
che	7
swe	1
ukr	1
xal	1
chv	1
kor	15
heb	19
hun	1
bul	1
cym	1
udm	1
azj	3
ben	1
bel	1
slv	1
deu	1
cat	1
ain	14
slk	1
tat	3
sah	1
jpn	2
myv	1
khk	16
lbe	3
tam	5
spa	1
ava	3
eng	1
lit	1
liv	1
kan	5
kal	11
sqi	1
kat	7
lat	1
kaz	1
lav	1
mal	10
mrj	1
