sichärgern::V
itl	25
ron	7
oss	45
mns	26
ita	64
nld	58
mnc	59
ell	52
hrv	16
ady	18
hin	62
fin	30
eus	9
smj	30
ale	35
kca	14
dan	43
ces	72
dar	78
nor	43
pbu	74
cmn	49
hye	68
kpv	38
mhr	21
bak	6
tel	67
mdf	8
olo	60
arb	53
sel	79
ykg	3
abk	58
sms	30
pes	62
smn	30
ddo	32
kmr	20
sme	30
evn	55
sma	57
tur	47
rus	16
lez	70
ket	65
ekk	14
vep	12
gld	61
gle	63
krl	14
isl	31
sjd	35
uzn	51
por	58
pol	22
kaz	6
bre	21
koi	38
fra	21
yrk	71
che	73
swe	44
ukr	16
xal	19
chv	6
kor	37
heb	8
hun	54
bul	81
bua	19
cym	80
udm	38
azj	6
ben	56
bel	16
slv	16
deu	58
cat	1
ain	28
slk	16
tat	6
sah	39
jpn	66
myv	8
khk	19
lbe	6
tam	46
spa	1
ava	15
enf	2
eng	34
lit	5
liv	8
nio	76
kan	9
kal	69
sqi	77
kat	40
lat	4
ess	10
lav	29
niv	75
mal	24
ckt	48
mrj	41
