stechen::V
ron	47
oss	11
mns	18
ita	18
nld	14
mnc	32
ell	16
hrv	22
ady	35
hin	6
fin	12
eus	19
kmr	11
ale	5
kca	12
dan	14
ces	6
dar	28
nor	14
pbu	41
cmn	25
hye	43
kpv	6
ykg	5
mhr	9
bak	26
tel	10
mdf	51
olo	7
arb	14
sel	6
ess	3
abk	15
sms	7
pes	7
smn	7
ddo	5
smj	7
sme	7
evn	34
sma	46
tur	38
rus	13
lez	2
ket	10
yux	8
ekk	34
vep	12
gld	40
gle	17
krl	12
isl	14
sjd	7
uzn	2
kat	42
por	1
pol	25
bre	1
koi	6
fra	1
yrk	30
che	33
swe	14
ukr	13
xal	32
chv	7
kor	54
heb	24
hun	50
bul	6
bua	32
cym	1
udm	6
azj	38
ben	31
bel	13
slv	22
deu	19
cat	8
ain	44
slk	1
tat	2
sah	53
jpn	25
myv	4
khk	32
lbe	10
tam	10
spa	1
ava	28
enf	17
eng	14
lit	12
liv	52
nio	21
kan	7
kal	45
sqi	49
bsk	37
lat	18
kaz	19
lav	36
mal	10
ckt	23
mrj	6
