nähen::V
itl	4
ron	1
oss	23
mns	2
ita	1
nld	21
mnc	30
vep	5
hrv	3
ady	24
ess	36
nor	7
fin	5
eus	3
kmr	16
ale	33
kca	2
dan	7
ces	3
dar	26
hin	7
hye	1
pbu	13
cmn	3
kpv	10
evn	18
mhr	29
bak	17
tel	1
mdf	34
olo	5
arb	37
sel	3
ykg	3
abk	11
sms	1
pes	24
smn	1
ddo	31
smj	1
sme	1
sma	1
tur	15
rus	3
lez	12
ket	19
yux	3
ekk	5
ell	6
gld	18
gle	3
krl	5
isl	7
sjd	1
uzn	15
bsk	12
por	1
pol	3
bre	37
koi	10
fra	1
yrk	34
che	17
swe	7
ukr	3
xal	8
chv	3
kor	15
heb	27
hun	10
bul	3
bua	8
cym	28
udm	10
azj	15
ben	16
bel	3
slv	3
deu	21
cat	1
ain	15
slk	3
tat	17
sah	25
jpn	22
myv	34
khk	8
lbe	24
tam	35
spa	1
ava	31
enf	14
eng	7
lit	3
liv	5
nio	14
kan	33
sqi	9
kat	32
lat	1
kaz	17
lav	3
niv	2
mal	17
ckt	20
mrj	29
