bewahren::V
itl	23
ron	8
oss	1
mns	49
ita	3
nld	1
mnc	38
ell	10
hrv	18
ady	1
nor	1
fin	36
eus	39
smj	30
ale	50
kca	18
dan	1
ces	5
hin	1
pbu	6
cmn	43
hye	34
kpv	11
mhr	6
bak	6
tel	44
mdf	17
olo	36
arb	29
sel	27
ykg	5
sms	15
pes	28
smn	15
ddo	7
kmr	45
sme	54
evn	5
sma	15
tur	9
rus	5
lez	4
ekk	40
vep	2
gle	52
krl	36
isl	2
sjd	11
uzn	6
por	24
pol	14
kaz	6
bre	22
koi	11
fra	8
yrk	23
che	47
swe	1
ukr	21
xal	19
chv	46
kor	12
heb	38
hun	22
bul	8
bua	20
cym	2
udm	11
azj	9
ben	1
bel	14
slv	5
deu	1
cat	3
slk	14
tat	6
sah	13
jpn	48
myv	17
khk	20
lbe	26
spa	24
tam	32
ava	7
eng	8
lit	30
liv	11
nio	41
kan	25
kal	55
sqi	13
kat	53
lat	3
ess	42
lav	14
niv	22
mal	51
ckt	33
mrj	37
