reiben::V
ron	16
oss	7
ale	17
ita	16
nld	19
mnc	39
vep	3
hrv	3
ady	45
hin	16
fin	5
eus	3
smj	26
mns	43
dan	15
ces	3
dar	23
nor	15
pbu	2
cmn	30
hye	33
evn	34
mhr	14
bak	10
tel	27
mdf	25
olo	5
arb	16
sel	20
abk	6
sms	26
pes	32
smn	5
ddo	20
kmr	16
sme	26
sma	37
tur	44
kpv	7
rus	3
lez	28
ket	36
yux	48
ekk	5
ell	19
gld	11
gle	2
krl	5
isl	17
sjd	7
uzn	3
kat	14
por	16
pol	46
bre	3
koi	7
fra	16
yrk	8
che	16
swe	15
ukr	3
xal	16
heb	18
kor	1
chv	7
hun	42
bul	3
bua	17
cym	26
udm	7
azj	31
ben	25
bel	3
slv	3
deu	19
cat	16
ain	7
slk	3
tat	9
sah	41
jpn	7
myv	25
khk	40
lbe	29
tam	3
spa	16
ava	35
eng	26
lit	3
liv	7
nio	49
kan	10
kal	22
sqi	16
bsk	13
lat	3
kaz	10
lav	3
niv	4
mal	47
ckt	21
mrj	38
