scheinen[Sonne]::V
ron	18
oss	13
mns	7
ita	3
nld	13
mnc	52
vep	7
hrv	3
ady	56
hin	13
fin	7
eus	15
smj	7
ale	25
kca	36
dan	13
ces	3
dar	34
nor	13
pbu	49
cmn	32
hye	38
kpv	37
mhr	58
bak	24
tel	6
mdf	9
olo	43
arb	47
sel	4
abk	8
sms	7
pes	22
smn	7
ddo	46
kmr	50
sme	7
evn	10
sma	40
tur	23
rus	3
lez	12
ket	48
ekk	7
ell	33
gld	7
gle	27
krl	7
isl	13
sjd	7
uzn	23
kat	51
por	14
pol	29
bre	39
koi	37
fra	14
yrk	7
che	57
swe	13
ukr	3
xal	31
chv	16
kor	7
heb	21
hun	13
bul	3
bua	31
cym	20
udm	7
azj	23
ben	55
bel	3
slv	3
deu	13
cat	14
ain	45
slk	3
tat	24
sah	3
jpn	53
myv	9
khk	31
lbe	1
spa	14
tam	6
ava	17
enf	44
eng	13
lit	3
liv	7
nio	41
kan	2
kal	26
sqi	30
bsk	35
lat	39
kaz	59
lav	3
niv	42
mal	6
ckt	54
mrj	19
